final_pred,is_rejected,reject_reasons,effective_score_threshold,threshold_offset,best_label,best_score,second_label,second_score,margin,ranked_classes,neighbors,image_path
__Unknown__,True,['low_score'],0.74,0.0,Mabel__Mabel Rosquinha Mabel Sabor Leite,0.6238287091255188,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6144140561421713,0.009414652983347538,"[('Mabel__Mabel Rosquinha Mabel Sabor Leite', 0.6238287091255188), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6144140561421713)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.6305290460586548, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\IMG_20260524_202628297-REDACTED_jpg.rf.7eda9b54883b50d99368bf1b62e230ce_crop1.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6175287961959839, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_2.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.6171283721923828, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\train_90_jpg.rf.f32ade75a98ac10b7a039213fac59526_crop_9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.613440752029419, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_22.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6122726202011108, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00296_Foto-10-06-2026-14-32-49_jpg.rf.c0ad90cfb6158320698c586da01ed36c_cls0_obj17.jpg'}]",data\input_images\image_1\crop_0024_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6747338622808456,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6733043193817139,0.001429542899131775,"[('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6747338622808456), ('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6733043193817139)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6788715124130249, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6766575574874878, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.674017608165741, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00291_Foto-10-06-2026-14-32-49_jpg.rf.c0ad90cfb6158320698c586da01ed36c_cls0_obj12.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6733043193817139, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6693887710571289, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00182_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj26.jpg'}]",data\input_images\image_1\crop_0025_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6737169623374939,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6644161492586136,0.00930081307888031,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6737169623374939), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6644161492586136)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6737169623374939, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.668613076210022, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6648119688034058, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6639711260795593, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6602684259414673, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_22.jpg'}]",data\input_images\image_1\crop_0026_conf_0.97.jpg
Mabel__Mabel Rosquinha Mabel Sabor Leite,False,[],0.74,0.0,Mabel__Mabel Rosquinha Mabel Sabor Leite,0.8572343349456787,,,,"[('Mabel__Mabel Rosquinha Mabel Sabor Leite', 0.8572343349456787)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.8608818054199219, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\IMG_20260525_203124862-REDACTED_jpg.rf.0837268e7ae00d7438479c529c1e3df3_crop3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.8592358827590942, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\train_13_jpg.rf.a412f8fee18a232a01cf3278c2093bfc_crop_19.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.8585531711578369, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\train_13_jpg.rf.a412f8fee18a232a01cf3278c2093bfc_crop_0.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.8563777208328247, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\train_1_jpg.rf.a16f72e270cb47d97c21936e105f48a1_crop_3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.8511230945587158, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\crop_00159_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj3.jpg'}]",data\input_images\image_1\crop_0027_conf_0.97.jpg
Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela,False,[],0.74,0.0,Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela,0.8841963708400726,Mabel__Mabel Rosquinha Mabel Sabor Leite,0.8142337799072266,0.06996259093284607,"[('Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 0.8841963708400726), ('Mabel__Mabel Rosquinha Mabel Sabor Leite', 0.8142337799072266), ('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.8098522126674652)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.9647741913795471, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\crop_00102_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj14.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.8327658176422119, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00089_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj1.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Leite', 'score': 0.8142337799072266, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Leite\\crop_00185_IMG_20260610_171200727_jpg.rf.179b647686a10320feb70c55b6e0d4ba_cls0_obj0.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.8036185503005981, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\train_IMG_0534-REDACTED_jpeg.rf.140b3850b84cb326577608ba6b531e88_crop_29.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.7869386076927185, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00088_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj0.jpg'}]",data\input_images\image_1\crop_0028_conf_0.97.jpg
__Unknown__,True,['low_score'],0.68,-0.05999999999999994,RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO,0.554717481136322,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.5514927804470062,0.003224700689315796,"[('RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 0.554717481136322), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.5514927804470062)]","[{'label': 'RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 'score': 0.5583271384239197, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO BISCOITO MARIA RANCHEIRO\\train_IMG_20260322_182859-REDACTED_jpg.rf.6d52f185e42307264bb33b61c2022bf1_crop_24.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 'score': 0.5545253753662109, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO BISCOITO MARIA RANCHEIRO\\train_IMG_20260322_182859-REDACTED_jpg.rf.6d52f185e42307264bb33b61c2022bf1_crop_45.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.5539802312850952, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00183_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj27.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO BISCOITO MARIA RANCHEIRO', 'score': 0.5512999296188354, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO BISCOITO MARIA RANCHEIRO\\crop_00058_IMG_2581_JPG.rf.8a9bc879d25f4be9352a8f21ec0b81c0_cls0_obj12.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.5490053296089172, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0534-REDACTED_jpeg.rf.140b3850b84cb326577608ba6b531e88_crop_13.jpg'}]",data\input_images\image_1\crop_0029_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.619657039642334,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.6101898550987244,0.00946718454360962,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.619657039642334), ('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.6101898550987244), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6073470711708069), ('Mabel__Mabel Rosquinha Mabel Sabor Chocolate', 0.604388952255249)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6327077150344849, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.6101898550987244, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\train_IMG_20260321_195234837-REDACTED_jpg.rf.2f95b2610106f5576ca7b230417d7a0d_crop_16.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6073470711708069, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6066063642501831, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00107_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj1.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Chocolate', 'score': 0.604388952255249, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Chocolate\\train_IMG_20260309_202018563-REDACTED_jpg.rf.26b3fce9fb86693550f0eef19a1f2579_crop_8.jpg'}]",data\input_images\image_1\crop_0030_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6475389003753662,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.6418464183807373,0.005692481994628906,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6475389003753662), ('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.6418464183807373), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6303844451904297), ('Mabel__Mabel Rosquinha Mabel Sabor Chocolate', 0.6302430331707001)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6475389003753662, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.6418464183807373, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\train_IMG_20260321_195234837-REDACTED_jpg.rf.2f95b2610106f5576ca7b230417d7a0d_crop_16.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Chocolate', 'score': 0.6315319538116455, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Chocolate\\train_IMG_20260321_192344227-REDACTED_jpg.rf.69122dc7ea620231f29cb0ba54a76682_crop_9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6303844451904297, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Chocolate', 'score': 0.6289541125297546, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Chocolate\\train_IMG_20260321_192348130-REDACTED_jpg.rf.cfec96b4775f8ec642e23276b6850ea8_crop_22.jpg'}]",data\input_images\image_1\crop_0031_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.5772050619125366,,,,"[('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.5772050619125366)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.5893820524215698, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_22.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.579063892364502, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_10.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.5729314088821411, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_5212-REDACTED_jpeg.rf.528bb333ace77d145afe8299a10fd074_obj9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.5724620819091797, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0534-REDACTED_jpeg.rf.140b3850b84cb326577608ba6b531e88_crop_8.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.5721858739852905, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00176_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj20.jpg'}]",data\input_images\image_1\crop_0032_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6120730439821879,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.5983982980251312,0.013674745957056644,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6120730439821879), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.5983982980251312)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6276767253875732, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6088526844978333, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00112_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj2.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.5996897220611572, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00107_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj1.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.5985544919967651, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00291_Foto-10-06-2026-14-32-49_jpg.rf.c0ad90cfb6158320698c586da01ed36c_cls0_obj12.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.5982421040534973, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}]",data\input_images\image_1\crop_0033_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6848388314247131,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6825377345085144,0.0023010969161987305,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6848388314247131), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6825377345085144), ('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.6661745309829712)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6984257698059082, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6848388314247131, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6762596368789673, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6729277968406677, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_9.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.6661745309829712, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\train_IMG_20260321_195234837-REDACTED_jpg.rf.2f95b2610106f5576ca7b230417d7a0d_crop_16.jpg'}]",data\input_images\image_1\crop_0034_conf_0.97.jpg
Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela,False,[],0.74,0.0,Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela,0.8258037567138672,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.7629104256629944,0.0628933310508728,"[('Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 0.8258037567138672), ('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.7629104256629944)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.9454265832901001, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\crop_00101_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj13.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.7699514627456665, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\train_1_jpg.rf.a16f72e270cb47d97c21936e105f48a1_crop_28.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.7661782503128052, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\train_IMG_0534-REDACTED_jpeg.rf.140b3850b84cb326577608ba6b531e88_crop_29.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.7658064365386963, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\train_IMG_2111_jpeg.rf.decffa6396f7c4d02f995d0c382f5699_crop_7.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.7558693885803223, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00095_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj7.jpg'}]",data\input_images\image_1\crop_0035_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6179183959960938,,,,"[('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6179183959960938)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6366898417472839, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_22.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6228859424591064, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_10.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6128968000411987, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_5212-REDACTED_jpeg.rf.528bb333ace77d145afe8299a10fd074_obj9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6106191277503967, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00176_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj20.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6065002679824829, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}]",data\input_images\image_1\crop_0036_conf_0.97.jpg
